customer_id,merchant_category_code,txn_count
CUST2062,5411,1
CUST2062,5812,1
CUST2062,5732,1
CUST2063,5999,4
CUST2063,5732,2
CUST2063,5812,2
CUST2064,5411,6
CUST2064,5999,3
CUST2064,5732,3
CUST2064,5812,1
CUST2065,5732,6
CUST2065,5999,2
CUST2065,5812,1
CUST2065,5411,1
CUST2066,5732,5
CUST2066,5411,3
CUST2066,5999,3
CUST2066,5812,1
CUST2067,5812,1
CUST2067,5411,1
CUST2067,5732,1
CUST2068,5732,4
CUST2068,5812,3
CUST2068,5411,2
CUST2068,5999,2
CUST2069,5999,5
CUST2069,5812,4
CUST2069,5411,2
CUST2069,5732,1
CUST2070,5812,7
CUST2070,5411,4
CUST2070,5732,2
CUST2070,5999,1
CUST2071,5999,4
CUST2071,5732,4
CUST2071,5411,4
CUST2071,5812,3
CUST2072,5732,4
CUST2072,5999,2
CUST2072,5812,1
CUST2072,5411,1
CUST2073,5812,5
CUST2073,5411,5
CUST2073,5732,2
CUST2073,5999,1
CUST2074,5732,5
CUST2074,5812,3
CUST2074,5411,2
CUST2074,5999,1
CUST2075,5999,3
CUST2075,5411,3
CUST2075,5732,1
CUST2076,5732,5
CUST2076,5411,3
CUST2076,5812,3
CUST2076,5999,1
CUST2077,5732,4
CUST2077,5812,3
CUST2077,5999,1
CUST2078,5812,6
CUST2078,5999,5
CUST2078,5411,3
CUST2079,5732,5
CUST2079,5812,4
CUST2079,5411,4
CUST2079,5999,2
CUST2080,5411,6
CUST2080,5999,6
CUST2080,5732,1
CUST2081,5732,4
CUST2081,5999,3
CUST2081,5812,3
CUST2081,5411,2
CUST2082,5732,5
CUST2082,5812,3
CUST2082,5999,3
CUST2082,5411,2
CUST2083,5732,5
CUST2083,5411,5
CUST2083,5999,3
CUST2083,5812,3
CUST2084,5732,4
CUST2084,5411,4
CUST2084,5812,2
CUST2084,5999,2
CUST2085,5732,5
CUST2085,5411,4
CUST2085,5812,3
CUST2085,5999,1
CUST2086,5999,6
CUST2086,5732,4
CUST2086,5411,3
CUST2086,5812,2
CUST2087,5999,4
CUST2087,5732,2
CUST2087,5411,2
CUST2087,5812,1
CUST2088,5812,8
CUST2088,5411,7
CUST2088,5999,5
CUST2088,5732,2
CUST2089,5812,7
CUST2089,5732,5
CUST2089,5999,1
CUST2089,5411,1
CUST2090,5732,4
CUST2090,5411,2
CUST2090,5812,1
CUST2090,5999,1
CUST2091,5812,6
CUST2091,5732,4
CUST2091,5999,2
CUST2091,5411,1
CUST2092,5999,6
CUST2092,5411,4
CUST2092,5812,2
CUST2092,5732,2
CUST2093,5812,4
CUST2093,5732,4
CUST2093,5411,3
CUST2094,5732,6
CUST2094,5411,3
CUST2095,5732,5
CUST2095,5411,4
CUST2095,5812,3
CUST2095,5999,2
CUST2096,5812,3
CUST2096,5411,2
CUST2096,5732,2
CUST2096,5999,1
CUST2097,5999,5
CUST2097,5411,3
CUST2097,5732,2
CUST2097,5812,2
CUST2098,5999,4
CUST2098,5732,3
CUST2098,5812,2
CUST2098,5411,1
CUST2099,5732,5
CUST2099,5812,4
CUST2099,5999,4
CUST2099,5411,3
CUST2100,5812,4
CUST2100,5732,2
CUST2100,5411,2
CUST2100,5999,2
CUST2101,5411,7
CUST2101,5999,6
CUST2101,5732,2
CUST2102,5732,5
CUST2102,5812,4
CUST2102,5411,2
CUST2102,5999,1
CUST2103,5999,3
CUST2103,5812,3
CUST2103,5411,2
CUST2104,5999,4
CUST2104,5732,4
CUST2104,5411,3
CUST2104,5812,1
CUST2105,5999,8
CUST2105,5732,5
CUST2105,5411,3
CUST2105,5812,1
CUST2106,5812,5
CUST2106,5732,5
CUST2106,5999,3
CUST2106,5411,3
CUST2107,5732,7
CUST2107,5411,4
CUST2107,5812,3
CUST2107,5999,3
CUST2108,5411,5
CUST2108,5812,3
CUST2108,5732,2
CUST2109,5999,4
CUST2109,5411,3
CUST2109,5812,3
CUST2109,5732,2
CUST2110,5812,4
CUST2110,5411,4
CUST2110,5999,3
CUST2110,5732,2
CUST2111,5732,6
CUST2111,5812,6
CUST2111,5999,5
CUST2111,5411,1
CUST2112,5411,4
CUST2112,5812,4
CUST2112,5732,3
CUST2112,5999,2
CUST2113,5732,3
CUST2113,5411,3
CUST2113,5999,1
CUST2114,5411,3
CUST2114,5812,3
CUST2114,5732,2
CUST2114,5999,1
CUST2115,5999,3
CUST2115,5812,1
CUST2115,5732,1
CUST2116,5812,3
CUST2116,5999,3
CUST2116,5732,1
CUST2117,5411,2
CUST2117,5999,2
CUST2117,5812,2
CUST2117,5732,1
CUST2118,5732,7
CUST2118,5999,1
CUST2118,5812,1
CUST2119,5411,5
CUST2119,5732,4
CUST2119,5812,3
CUST2119,5999,2
CUST2120,5411,6
CUST2120,5812,5
CUST2120,5999,3
CUST2120,5732,2
CUST2121,5411,5
CUST2121,5732,5
CUST2121,5999,4
CUST2121,5812,3
CUST2122,5812,5
CUST2122,5732,4
CUST2122,5411,1
CUST2123,5411,4
CUST2123,5812,2
CUST2123,5999,2
CUST2123,5732,1
CUST2124,5732,8
CUST2124,5411,4
CUST2124,5812,3
CUST2124,5999,3
CUST2125,5732,5
CUST2125,5411,3
CUST2125,5999,3
CUST2125,5812,2
CUST2126,5411,5
CUST2126,5732,2
CUST2127,5999,6
CUST2127,5732,6
CUST2127,5411,3
CUST2127,5812,1
CUST2128,5411,4
CUST2128,5732,3
CUST2128,5999,2
CUST2128,5812,2
CUST2129,5812,3
CUST2129,5732,1
CUST2130,5732,4
CUST2130,5999,4
CUST2130,5812,3
CUST2130,5411,2
CUST2131,5411,5
CUST2131,5812,2
CUST2131,5732,2
CUST2131,5999,1
CUST2132,5999,5
CUST2132,5812,3
CUST2132,5411,3
CUST2132,5732,3
CUST2133,5411,3
CUST2133,5999,2
CUST2133,5812,1
CUST2134,5999,8
CUST2134,5732,4
CUST2134,5411,4
CUST2135,5411,3
CUST2135,5812,2
CUST2135,5732,2
CUST2136,5812,6
CUST2136,5732,4
CUST2136,5999,2
CUST2136,5411,1
CUST2137,5732,3
CUST2137,5812,3
CUST2137,5411,2
CUST2138,5999,5
CUST2138,5732,4
CUST2138,5812,1
CUST2139,5999,4
CUST2139,5411,4
CUST2139,5732,4
CUST2139,5812,2
CUST2140,5812,3
CUST2140,5411,3
CUST2140,5999,3
CUST2140,5732,2
CUST2141,5732,7
CUST2141,5411,3
CUST2141,5812,1
CUST2141,5999,1
CUST2142,5812,5
CUST2142,5411,4
CUST2142,5999,1
CUST2143,5999,6
CUST2143,5812,4
CUST2143,5411,4
CUST2143,5732,2
CUST2144,5812,2
CUST2144,5999,1
CUST2144,5411,1
CUST2144,5732,1
CUST2145,5411,6
CUST2145,5812,5
CUST2145,5732,3
CUST2145,5999,3
CUST2146,5732,4
CUST2146,5411,4
CUST2146,5999,1
CUST2146,5812,1
CUST2147,5732,6
CUST2147,5812,4
CUST2147,5411,2
CUST2147,5999,1
CUST2148,5999,3
CUST2148,5812,2
CUST2148,5732,2
CUST2148,5411,1
CUST2149,5732,3
CUST2149,5812,3
CUST2149,5999,2
CUST2149,5411,2
CUST2150,5999,6
CUST2150,5812,4
CUST2150,5732,3
CUST2150,5411,2
CUST2151,5812,4
CUST2151,5999,4
CUST2151,5732,2
CUST2151,5411,2
CUST2152,5999,4
CUST2152,5411,4
CUST2152,5812,2
CUST2152,5732,1
CUST2153,5999,5
CUST2153,5732,3
CUST2153,5812,2
CUST2153,5411,1
CUST2154,5999,5
CUST2154,5732,3
CUST2154,5411,3
CUST2154,5812,1
CUST2155,5411,5
CUST2155,5732,3
CUST2155,5999,2
CUST2155,5812,1
CUST2156,5732,4
CUST2156,5411,3
CUST2156,5999,3
CUST2156,5812,2
CUST2157,5999,6
CUST2157,5411,3
CUST2157,5812,3
CUST2157,5732,2
CUST2158,5732,5
CUST2158,5812,4
CUST2158,5999,3
CUST2158,5411,1
CUST2159,5732,4
CUST2159,5999,2
CUST2159,5411,2
CUST2159,5812,1
CUST2160,5999,4
CUST2160,5812,4
CUST2160,5411,2
CUST2160,5732,1
CUST2161,5411,4
CUST2161,5732,3
CUST2161,5999,2
CUST2161,5812,1
CUST2162,5999,4
CUST2162,5411,3
CUST2162,5812,2
CUST2162,5732,1
CUST2163,5411,2
CUST2163,5812,1
CUST2163,5999,1
CUST2164,5812,5
CUST2164,5411,3
CUST2164,5732,2
CUST2164,5999,1
CUST2165,5999,4
CUST2165,5732,3
CUST2165,5812,1
CUST2165,5411,1
CUST2166,5999,3
CUST2166,5411,1
CUST2166,5732,1
CUST2166,5812,1
CUST2167,5812,5
CUST2167,5411,4
CUST2167,5999,4
CUST2167,5732,2
CUST2168,5732,4
CUST2168,5411,3
CUST2168,5812,2
CUST2168,5999,1
CUST2169,5732,4
CUST2169,5411,1
CUST2169,5999,1
CUST2170,5732,3
CUST2170,5411,2
CUST2170,5999,2
CUST2170,5812,2
CUST2171,5732,4
CUST2171,5999,2
CUST2171,5812,2
CUST2171,5411,2
CUST2172,5812,3
CUST2172,5411,2
CUST2172,5999,2
CUST2172,5732,1
CUST2173,5411,3
CUST2173,5999,2
CUST2173,5812,1
CUST2173,5732,1
CUST2174,5411,4
CUST2174,5999,4
CUST2174,5812,2
CUST2174,5732,1
CUST2175,5812,7
CUST2175,5999,2
CUST2175,5732,2
CUST2175,5411,1
CUST2176,5999,3
CUST2176,5411,3
CUST2176,5812,2
CUST2177,5812,6
CUST2177,5732,5
CUST2177,5411,3
CUST2177,5999,3
CUST2178,5411,4
CUST2178,5812,4
CUST2178,5999,3
CUST2179,5732,3
CUST2179,5411,3
CUST2179,5999,2
CUST2179,5812,2
CUST2180,5411,5
CUST2180,5999,4
CUST2180,5732,2
CUST2180,5812,2
CUST2181,5732,5
CUST2181,5999,4
CUST2181,5812,3
CUST2181,5411,3
CUST2182,5411,2
CUST2182,5999,2
CUST2182,5812,2
CUST2182,5732,1
CUST2183,5812,3
CUST2183,5999,2
CUST2183,5732,2
CUST2183,5411,2
CUST2184,5999,4
CUST2184,5411,3
CUST2184,5812,3
CUST2184,5732,3
CUST2185,5812,4
CUST2185,5999,3
CUST2185,5732,3
CUST2185,5411,2
CUST2186,5732,5
CUST2186,5999,3
CUST2187,5411,4
CUST2187,5732,3
CUST2187,5812,2
CUST2187,5999,1
CUST2188,5411,5
CUST2188,5999,3
CUST2188,5812,2
CUST2188,5732,1
CUST2189,5999,4
CUST2189,5732,3
CUST2189,5812,3
CUST2189,5411,2
CUST2190,5999,3
CUST2190,5812,3
CUST2190,5732,2
CUST2190,5411,1
CUST2191,5812,3
CUST2191,5999,3
CUST2191,5732,1
CUST2191,5411,1
CUST2192,5999,5
CUST2192,5732,4
CUST2192,5812,4
CUST2192,5411,2
CUST2193,5732,4
CUST2193,5411,3
CUST2193,5812,3
CUST2193,5999,1
CUST2194,5732,5
CUST2194,5999,5
CUST2194,5411,2
CUST2194,5812,2
CUST2195,5732,6
CUST2195,5812,2
CUST2195,5999,1
CUST2195,5411,1
CUST2196,5732,6
CUST2196,5411,3
CUST2196,5999,2
CUST2196,5812,2
CUST2197,5411,3
CUST2197,5999,2
CUST2197,5812,1
CUST2198,5411,2
CUST2198,5812,2
CUST2198,5999,1
CUST2198,5732,1
CUST2199,5812,5
CUST2199,5732,4
CUST2199,5411,3
CUST2199,5999,2
CUST2200,5411,6
CUST2200,5812,3
CUST2200,5999,3
CUST2200,5732,1
CUST2201,5411,6
CUST2201,5812,1
CUST2202,5411,5
CUST2202,5812,3
CUST2202,5999,2
CUST2202,5732,2
CUST2203,5812,4
CUST2203,5999,3
CUST2203,5732,3
CUST2203,5411,2
CUST2204,5411,4
CUST2204,5732,2
CUST2204,5812,2
CUST2204,5999,2
CUST2205,5812,8
CUST2205,5411,3
CUST2205,5732,2
CUST2206,5732,4
CUST2206,5411,4
CUST2206,5999,1
CUST2207,5812,6
CUST2207,5732,3
CUST2207,5999,2
CUST2208,5812,7
CUST2208,5411,4
CUST2208,5999,2
CUST2208,5732,1
CUST2209,5732,4
CUST2209,5999,2
CUST2209,5812,2
CUST2209,5411,2
CUST2210,5732,3
CUST2210,5999,3
CUST2210,5812,3
CUST2210,5411,1
CUST2211,5812,3
CUST2211,5411,3
CUST2211,5732,2
CUST2211,5999,1
CUST2212,5411,5
CUST2212,5999,4
CUST2212,5812,3
CUST2213,5812,4
CUST2213,5999,4
CUST2213,5732,3
CUST2214,5732,5
CUST2214,5812,3
CUST2215,5999,4
CUST2215,5411,3
CUST2215,5732,2
CUST2215,5812,2
CUST2216,5732,3
CUST2216,5812,2
CUST2216,5411,1
CUST2217,5812,4
CUST2217,5999,4
CUST2217,5732,4
CUST2217,5411,3
CUST2218,5411,4
CUST2218,5812,3
CUST2218,5732,2
CUST2218,5999,1
CUST2219,5411,4
CUST2219,5812,4
CUST2219,5732,2
CUST2219,5999,2
CUST2220,5411,3
CUST2220,5999,2
CUST2220,5732,1
CUST2221,5999,5
CUST2221,5411,4
CUST2221,5732,3
CUST2221,5812,2
CUST2222,5812,5
CUST2222,5732,2
CUST2222,5999,1
CUST2222,5411,1
CUST2223,5732,4
CUST2223,5999,3
CUST2223,5411,3
CUST2223,5812,3
CUST2224,5732,5
CUST2224,5812,3
CUST2224,5999,2
CUST2224,5411,1
CUST2225,5411,4
CUST2225,5812,3
CUST2225,5999,2
CUST2225,5732,1
CUST2226,5732,4
CUST2226,5999,3
CUST2226,5411,2
CUST2226,5812,1
CUST2227,5999,5
CUST2227,5411,5
CUST2227,5812,4
CUST2227,5732,3
CUST2228,5812,4
CUST2228,5411,4
CUST2228,5732,3
CUST2228,5999,1
CUST2229,5411,3
CUST2229,5999,1
CUST2229,5812,1
CUST2230,5411,5
CUST2230,5999,4
CUST2230,5812,3
CUST2230,5732,2
CUST2231,5999,4
CUST2231,5732,3
CUST2231,5411,2
CUST2231,5812,1
CUST2232,5732,5
CUST2232,5812,4
CUST2232,5411,4
CUST2232,5999,4
CUST2233,5411,4
CUST2233,5999,4
CUST2233,5732,3
CUST2233,5812,3
CUST2234,5411,5
CUST2234,5812,4
CUST2234,5999,4
CUST2234,5732,3
CUST2235,5732,6
CUST2235,5999,6
CUST2235,5812,4
CUST2235,5411,4
CUST2236,5999,3
CUST2236,5812,3
CUST2236,5732,2
CUST2236,5411,1
CUST2237,5812,4
CUST2237,5411,3
CUST2237,5732,3
CUST2237,5999,2
CUST2238,5732,4
CUST2238,5999,4
CUST2238,5411,3
CUST2238,5812,2
CUST2239,5812,7
CUST2239,5411,3
CUST2239,5732,2
CUST2240,5732,4
CUST2240,5411,4
CUST2240,5999,3
CUST2240,5812,2
CUST2241,5812,7
CUST2241,5999,4
CUST2241,5732,3
CUST2241,5411,1
CUST2242,5411,4
CUST2242,5999,3
CUST2242,5732,3
CUST2242,5812,1
CUST2243,5999,5
CUST2243,5812,3
CUST2243,5411,2
CUST2243,5732,1
CUST2244,5732,5
CUST2244,5812,4
CUST2244,5411,4
CUST2244,5999,3
CUST2245,5999,6
CUST2245,5411,5
CUST2245,5732,2
CUST2245,5812,1
CUST2246,5411,5
CUST2246,5999,2
CUST2246,5812,1
CUST2246,5732,1
CUST2247,5732,4
CUST2247,5812,4
CUST2247,5999,2
CUST2247,5411,1
CUST2248,5411,8
CUST2248,5732,3
CUST2248,5812,3
CUST2248,5999,2
CUST2249,5411,5
CUST2249,5999,3
CUST2249,5732,3
CUST2249,5812,2
CUST2250,5812,2
CUST2250,5732,2
CUST2250,5411,1
CUST2250,5999,1
CUST2251,5999,5
CUST2251,5732,4
CUST2251,5411,3
CUST2252,5999,3
CUST2252,5411,1
CUST2252,5812,1
CUST2252,5732,1
CUST2253,5812,4
CUST2253,5999,2
CUST2253,5732,1
CUST2254,5411,2
CUST2254,5812,2
CUST2254,5999,2
CUST2255,5812,6
CUST2255,5732,6
CUST2255,5411,4
CUST2255,5999,3
CUST2256,5812,5
CUST2256,5732,4
CUST2256,5411,4
CUST2256,5999,2
CUST2257,5812,5
CUST2257,5999,4
CUST2257,5411,2
CUST2257,5732,2
CUST2258,5732,4
CUST2258,5411,4
CUST2258,5999,2
CUST2258,5812,1
CUST2259,5411,6
CUST2259,5732,3
CUST2259,5812,1
CUST2260,5812,2
CUST2260,5732,1
CUST2261,5812,6
CUST2261,5411,2
CUST2261,5732,2
CUST2261,5999,1
CUST2262,5732,4
CUST2262,5812,4
CUST2262,5411,4
CUST2262,5999,3
CUST2263,5411,5
CUST2263,5732,3
CUST2263,5812,2
CUST2263,5999,1
CUST2264,5732,5
CUST2264,5812,3
CUST2264,5411,3
CUST2265,5732,4
CUST2265,5999,2
CUST2265,5812,2
CUST2265,5411,1
CUST2266,5732,4
CUST2266,5999,3
CUST2266,5812,3
CUST2266,5411,3
CUST2267,5999,5
CUST2267,5411,3
CUST2267,5812,2
CUST2267,5732,2
CUST2268,5812,4
CUST2268,5411,3
CUST2268,5999,3
CUST2268,5732,2
CUST2269,5411,4
CUST2269,5999,4
CUST2269,5732,1
CUST2269,5812,1
CUST2270,5411,4
CUST2270,5999,2
CUST2270,5812,2
CUST2270,5732,1
CUST2271,5812,5
CUST2271,5411,4
CUST2271,5999,3
CUST2271,5732,1
CUST2272,5999,5
CUST2272,5812,4
CUST2272,5732,4
CUST2272,5411,3
CUST2273,5812,6
CUST2273,5999,2
CUST2273,5732,2
CUST2273,5411,1
CUST2274,5999,5
CUST2274,5812,4
CUST2274,5411,3
CUST2274,5732,2
CUST2275,5999,3
CUST2275,5411,3
CUST2275,5812,2
CUST2275,5732,1
CUST2276,5999,2
CUST2276,5411,2
CUST2276,5732,1
CUST2276,5812,1
CUST2277,5732,4
CUST2277,5812,4
CUST2277,5411,3
CUST2277,5999,1
CUST2278,5999,3
CUST2278,5411,2
CUST2278,5732,2
CUST2278,5812,1
CUST2279,5411,5
CUST2279,5999,3
CUST2279,5732,2
CUST2280,5411,3
CUST2280,5732,3
CUST2280,5812,2
CUST2280,5999,2
CUST2281,5999,6
CUST2281,5812,6
CUST2281,5732,3
CUST2281,5411,3
CUST2282,5812,4
CUST2282,5999,3
CUST2282,5732,2
CUST2282,5411,1
CUST2283,5411,3
CUST2283,5999,3
CUST2283,5732,2
CUST2283,5812,1
CUST2284,5999,4
CUST2284,5812,3
CUST2284,5732,1
CUST2285,5999,6
CUST2285,5732,3
CUST2285,5812,1
CUST2285,5411,1
CUST2286,5999,7
CUST2286,5732,5
CUST2286,5812,4
CUST2286,5411,4
CUST2287,5999,4
CUST2287,5732,1
CUST2287,5812,1
CUST2287,5411,1
CUST2288,5812,4
CUST2288,5411,3
CUST2288,5732,3
CUST2288,5999,1
CUST2289,5411,7
CUST2289,5999,4
CUST2289,5812,3
CUST2289,5732,2
CUST2290,5732,4
CUST2290,5812,2
CUST2290,5411,1
CUST2290,5999,1
CUST2291,5999,3
CUST2291,5812,2
CUST2291,5411,1
CUST2292,5411,4
CUST2292,5732,3
CUST2292,5812,2
CUST2292,5999,1
CUST2293,5411,5
CUST2293,5999,5
CUST2294,5812,4
CUST2294,5411,4
CUST2294,5732,3
CUST2294,5999,2
CUST2295,5732,6
CUST2295,5812,2
CUST2295,5999,2
CUST2296,5812,4
CUST2296,5999,3
CUST2296,5732,3
CUST2297,5732,6
CUST2297,5411,4
CUST2297,5812,2
CUST2297,5999,2
CUST2298,5999,3
CUST2298,5411,2
CUST2298,5732,1
CUST2298,5812,1
CUST2299,5999,4
CUST2299,5411,3
CUST2299,5732,2
CUST2299,5812,1
CUST2300,5411,4
CUST2300,5999,2
CUST2300,5812,2
CUST2300,5732,1
CUST2301,5999,5
CUST2301,5411,3
CUST2301,5812,3
CUST2301,5732,2
CUST2302,5812,7
CUST2302,5732,6
CUST2302,5411,1
CUST2302,5999,1
CUST2303,5812,4
CUST2303,5999,3
CUST2303,5411,3
CUST2304,5812,2
CUST2304,5411,2
CUST2304,5732,1
CUST2305,5999,6
CUST2305,5411,3
CUST2305,5732,2
CUST2306,5411,3
CUST2306,5732,3
CUST2306,5812,2
CUST2306,5999,1
CUST2307,5411,3
CUST2307,5999,3
CUST2307,5812,1
CUST2308,5812,3
CUST2308,5999,2
CUST2308,5411,1
CUST2308,5732,1
CUST2309,5411,4
CUST2309,5999,4
CUST2309,5732,4
CUST2309,5812,3
CUST2310,5812,3
CUST2310,5411,3
CUST2310,5999,2
CUST2310,5732,2
CUST2311,5411,3
CUST2311,5732,2
CUST2311,5812,2
CUST2311,5999,1
CUST2312,5999,4
CUST2312,5812,2
CUST2312,5732,1
CUST2312,5411,1
CUST2313,5411,8
CUST2313,5999,3
CUST2313,5732,2
CUST2313,5812,2
CUST2314,5999,2
CUST2314,5812,2
CUST2314,5732,2
CUST2314,5411,1
CUST2315,5732,6
CUST2315,5812,5
CUST2315,5411,4
CUST2315,5999,1
CUST2316,5732,4
CUST2316,5411,4
CUST2316,5999,3
CUST2316,5812,2
CUST2317,5411,4
CUST2317,5732,3
CUST2317,5999,3
CUST2317,5812,1
CUST2318,5732,3
CUST2318,5999,2
CUST2318,5411,1
CUST2318,5812,1
CUST2319,5812,6
CUST2319,5999,5
CUST2319,5411,4
CUST2319,5732,1
CUST2320,5812,4
CUST2320,5411,4
CUST2320,5999,2
CUST2321,5411,7
CUST2321,5999,4
CUST2321,5812,2
CUST2321,5732,1
CUST2322,5732,5
CUST2322,5812,4
CUST2322,5999,2
CUST2322,5411,1
CUST2323,5411,6
CUST2323,5812,5
CUST2323,5732,3
CUST2323,5999,2
CUST2324,5732,3
CUST2324,5999,3
CUST2324,5411,2
CUST2324,5812,2
CUST2325,5999,5
CUST2325,5732,4
CUST2325,5411,3
CUST2325,5812,1
CUST2326,5812,3
CUST2326,5732,3
CUST2326,5411,2
CUST2326,5999,2
CUST2327,5999,3
CUST2327,5411,3
CUST2328,5411,3
CUST2328,5999,3
CUST2328,5732,2
CUST2328,5812,1
CUST2329,5999,3
CUST2329,5411,3
CUST2329,5732,1
CUST2329,5812,1
CUST2330,5732,4
CUST2330,5411,3
CUST2330,5999,2
CUST2330,5812,2
CUST2331,5411,6
CUST2331,5999,4
CUST2331,5732,4
CUST2331,5812,3
CUST2332,5411,3
CUST2332,5999,2
CUST2332,5812,2
CUST2333,5411,6
CUST2333,5732,3
CUST2333,5999,2
CUST2333,5812,1
CUST2334,5411,2
CUST2334,5812,2
CUST2334,5732,2
CUST2334,5999,1
CUST2335,5999,4
CUST2335,5732,2
CUST2335,5411,1
CUST2336,5411,3
CUST2336,5732,3
CUST2336,5999,3
CUST2336,5812,2
CUST2337,5732,3
CUST2337,5999,1
CUST2337,5411,1
CUST2337,5812,1
CUST2338,5411,4
CUST2338,5732,4
CUST2338,5999,2
CUST2338,5812,1
CUST2339,5411,5
CUST2339,5732,2
CUST2339,5812,2
CUST2339,5999,1
CUST2340,5999,6
CUST2340,5732,2
CUST2340,5411,1
CUST2340,5812,1
CUST2341,5812,4
CUST2341,5732,4
CUST2341,5999,3
CUST2341,5411,3
CUST2342,5732,4
CUST2342,5999,3
CUST2342,5411,1
CUST2342,5812,1
CUST2343,5411,2
CUST2343,5732,2
CUST2343,5812,2
CUST2343,5999,1
CUST2344,5999,4
CUST2344,5732,4
CUST2344,5411,2
CUST2344,5812,2
CUST2345,5732,6
CUST2345,5999,5
CUST2345,5812,4
CUST2345,5411,3
CUST2346,5812,6
CUST2346,5999,5
CUST2346,5732,3
CUST2346,5411,2
CUST2347,5999,5
CUST2347,5812,3
CUST2347,5411,3
CUST2348,5999,3
CUST2348,5411,2
CUST2348,5812,1
CUST2348,5732,1
CUST2349,5411,4
CUST2349,5732,3
CUST2349,5999,2
CUST2349,5812,1
CUST2350,5732,4
CUST2350,5812,2
CUST2350,5999,1
CUST2350,5411,1
CUST2351,5732,5
CUST2351,5411,4
CUST2351,5812,3
CUST2351,5999,2
CUST2352,5411,5
CUST2352,5999,4
CUST2352,5812,2
CUST2352,5732,2
CUST2353,5812,4
CUST2353,5732,4
CUST2353,5999,3
CUST2354,5999,2
CUST2354,5732,2
CUST2354,5812,1
CUST2354,5411,1
CUST2355,5999,5
CUST2355,5411,4
CUST2355,5732,3
CUST2355,5812,2
CUST2356,5999,5
CUST2356,5812,4
CUST2356,5411,3
CUST2356,5732,3
CUST2357,5999,4
CUST2357,5812,4
CUST2357,5732,2
CUST2357,5411,1
CUST2358,5999,2
CUST2358,5812,2
CUST2358,5411,2
CUST2358,5732,1
CUST2359,5411,4
CUST2359,5999,4
CUST2359,5732,3
CUST2359,5812,1
CUST2360,5411,6
CUST2360,5999,5
CUST2360,5812,3
CUST2360,5732,2
CUST2361,5999,1
CUST2361,5812,1
CUST2362,5999,7
CUST2362,5732,4
CUST2362,5812,4
CUST2362,5411,3
CUST2363,5812,5
CUST2363,5732,4
CUST2363,5411,3
CUST2363,5999,2
CUST2364,5812,6
CUST2364,5732,5
CUST2364,5999,4
CUST2364,5411,1
CUST2365,5812,4
CUST2365,5999,2
CUST2365,5732,1
CUST2365,5411,1
CUST2366,5812,4
CUST2366,5411,2
CUST2366,5732,2
CUST2366,5999,1
CUST2367,5812,3
CUST2367,5732,2
CUST2367,5411,1
CUST2368,5999,7
CUST2368,5411,5
CUST2368,5732,2
CUST2368,5812,1
CUST2369,5411,5
CUST2369,5812,4
CUST2369,5999,3
CUST2369,5732,1
CUST2370,5411,4
CUST2370,5999,2
CUST2370,5812,1
CUST2371,5411,7
CUST2371,5999,6
CUST2371,5812,3
CUST2371,5732,2
CUST2372,5812,4
CUST2372,5411,4
CUST2372,5999,3
CUST2372,5732,1
CUST2373,5411,4
CUST2373,5732,4
CUST2373,5812,3
CUST2373,5999,1
CUST2374,5411,4
CUST2374,5732,3
CUST2374,5999,2
CUST2374,5812,1
CUST2375,5812,4
CUST2375,5411,2
CUST2375,5732,2
CUST2375,5999,2
CUST2376,5812,3
CUST2376,5732,3
CUST2376,5411,2
CUST2376,5999,2
CUST2377,5999,4
CUST2377,5732,2
CUST2377,5812,2
CUST2377,5411,2
CUST2378,5812,9
CUST2378,5732,4
CUST2378,5999,1
CUST2379,5812,4
CUST2379,5999,4
CUST2379,5411,2
CUST2379,5732,1
CUST2380,5999,4
CUST2380,5732,3
CUST2380,5411,1
CUST2381,5812,5
CUST2381,5732,3
CUST2381,5411,3
CUST2381,5999,2
CUST2382,5732,4
CUST2382,5812,3
CUST2382,5411,2
CUST2382,5999,1
CUST2383,5411,4
CUST2383,5732,4
CUST2383,5999,2
CUST2383,5812,2
CUST2384,5411,6
CUST2384,5812,3
CUST2384,5999,3
CUST2384,5732,1
CUST2385,5812,4
CUST2385,5999,3
CUST2385,5732,2
CUST2385,5411,1
CUST2386,5732,4
CUST2386,5411,3
CUST2386,5812,2
CUST2386,5999,2
CUST2387,5812,2
CUST2387,5999,2
CUST2387,5732,1
CUST2387,5411,1
CUST2388,5812,5
CUST2388,5411,4
CUST2388,5732,2
CUST2388,5999,2
CUST2389,5999,6
CUST2389,5732,4
CUST2389,5812,1
CUST2389,5411,1
CUST2390,5732,3
CUST2390,5812,2
CUST2390,5999,2
CUST2390,5411,1
CUST2391,5732,5
CUST2391,5999,3
CUST2391,5812,2
CUST2391,5411,1
CUST2392,5999,4
CUST2392,5732,2
CUST2392,5812,2
CUST2393,5999,5
CUST2393,5732,3
CUST2393,5411,3
CUST2394,5732,6
CUST2394,5812,4
CUST2394,5999,2
CUST2394,5411,1
CUST2395,5812,4
CUST2395,5999,4
CUST2395,5732,3
CUST2395,5411,2
CUST2396,5999,3
CUST2396,5411,2
CUST2396,5732,1
CUST2396,5812,1
CUST2397,5411,6
CUST2397,5812,5
CUST2397,5732,5
CUST2397,5999,2
CUST2398,5732,6
CUST2398,5812,3
CUST2398,5411,3
CUST2398,5999,3
CUST2399,5999,5
CUST2399,5812,4
CUST2399,5411,3
CUST2400,5812,4
