merchant_name,txn_count
"Francis, Dawson and Little",1
"Moreno, Castro and Chavez",1
"Harris, Hicks and Delgado",1
"Hardy, Mitchell and Miller",1
"Marks, Anderson and Young",1
"Edwards, Gillespie and Scott",1
"Flynn, Mitchell and Becker",1
"Brooks, Larson and Parsons",1
"Fowler, Brown and Williams",1
"Kramer, Odonnell and Floyd",1
"Joyce, Cross and Castaneda",1
"Jenkins, Perez and Garcia",1
"Wilson, Hawkins and Schmidt",1
"Reynolds, Ortiz and Ramos",1
"Miller, Williams and Jones",1
"Stewart, Perez and Oconnell",1
"Lewis, Davidson and Chambers",1
"Williams, Rodriguez and Brown",1
"Johnson, Schultz and Grant",1
"Wilson, Campbell and Ferguson",1
"Brown, Sanchez and Blankenship",1
"Olson, Johnson and Matthews",1
"Juarez, Dominguez and Gonzalez",1
"Williamson, Howard and Collins",1
"Miranda, Anderson and Reyes",1
"Vega, Hopkins and Johnson",1
"Moses, Evans and Mitchell",1
"Martinez, Abbott and Mason",1
"Fitzpatrick, Perez and Hogan",1
"Stewart, Brown and Massey",1
"Hoffman, Hansen and Mcmillan",1
"Foster, Barnes and Martin",1
"Kramer, Smith and Ellison",1
"Hunter, Medina and Rodriguez",1
"Wright, Reynolds and Evans",1
"Carey, Acosta and Maldonado",1
"Gonzalez, Henderson and Green",1
"Tate, Phillips and Rogers",1
"Reynolds, Mercado and Taylor",1
"Mcbride, Patton and Edwards",1
"Marsh, Johnson and Murillo",1
"Walker, Parks and Dickerson",1
"Bender, Alvarez and Miranda",1
"Rodriguez, Murray and Brady",1
"Rodriguez, Kim and Merritt",1
"Cox, Phillips and Williamson",1
"Thomas, Jones and Rodriguez",1
"Watkins, Mcdaniel and Long",1
"Harmon, Harper and Garcia",1
"Avila, Barber and Martinez",1
"Williams, Reeves and Mejia",1
"Jennings, Nelson and Parker",1
"Sharp, Schwartz and Howard",1
"Page, Smith and Schneider",1
"Wilkins, Osborne and Jones",1
"Gordon, Estes and Collins",1
"Vaughn, Shields and Powell",1
"Richardson, Durham and Reynolds",1
"Dixon, Sutton and Barrett",1
"Barber, Gonzales and Mcintyre",1
"Yang, Hernandez and Davis",1
"Carter, Martin and Austin",1
"Farrell, York and Sandoval",1
"Alvarez, Martinez and Rose",1
"Coleman, Bennett and Sanchez",1
"Castillo, Watson and Harris",1
"Gamble, Bowman and Kennedy",1
"Matthews, Higgins and Gregory",1
"Alexander, Rodriguez and Knapp",1
"Hughes, Alvarado and Dunn",1
"Wilson, Burton and Golden",1
"Davis, Johnson and Kramer",1
"Williams, Gilbert and Waters",1
"Bailey, Haynes and Delgado",1
"Hernandez, Roth and Potts",1
"Sanders, Nguyen and Morgan",1
"Robinson, Mullins and Nichols",1
"Roberts, Glenn and Douglas",1
"Parker, Chavez and Hammond",1
"Harrington, Oconnell and Odonnell",1
"Brown, Crawford and Rodgers",1
"Mcbride, Morgan and Reyes",1
"Burnett, Briggs and Smith",1
"Gonzalez, Castillo and Harris",1
"Cowan, James and Holloway",1
"Douglas, Thomas and Hutchinson",1
"Armstrong, Williams and Butler",1
"Wood, Cisneros and Juarez",1
"Williams, Henry and Rogers",1
"Jacobson, Morrison and Owens",1
"Beltran, Griffith and Carter",1
"Hernandez, Gonzales and Carpenter",1
"Young, Ramirez and Figueroa",1
"Bradley, Thomas and Phillips",1
"Hudson, Kemp and Mccullough",1
"Salas, Phillips and Hudson",1
"Tucker, Garcia and Bowers",1
"Hardy, Contreras and Cantrell",1
"Castro, Frye and Armstrong",1
"Miller, Gonzales and Rogers",1
"Howard, Garcia and Juarez",1
"Barajas, Bailey and Castillo",1
"Levy, Henderson and Graham",1
"Bean, Christensen and Morse",1
"Oneal, Castillo and Taylor",1
"Johnston, Marsh and Salas",1
"Mathews, Ramirez and Henry",1
"Lawrence, Nicholson and Chavez",1
"Mitchell, Irwin and Brooks",1
"Horton, Jacobs and Johnson",1
"Reilly, Werner and Villegas",1
"Sandoval, Walker and Bishop",1
"Alvarez, Ochoa and Clarke",1
"Alvarez, George and Barron",1
"Perkins, Medina and Nunez",1
"Jordan, Smith and Hatfield",1
"Perez, Garrett and Mcfarland",1
"Brandt, Robinson and Bentley",1
"Knight, Richards and Christensen",1
"Harding, Oconnor and Farley",1
"Lewis, Stephens and Jones",1
"Washington, Miller and Lara",1
"Anderson, Quinn and Jenkins",1
"Gonzalez, Ortiz and Edwards",1
"Jones, Mitchell and Garrison",1
"Washington, Wright and Lewis",1
"Gutierrez, Zhang and Moore",1
"Brown, Hanson and Mcdonald",1
"Johnson, Miranda and Hahn",1
"Taylor, Torres and Compton",1
"Compton, Nicholson and Velazquez",1
"Wallace, Mcgrath and Villanueva",1
"Wheeler, Phillips and Mccoy",1
"Travis, Taylor and Rogers",1
"Martinez, Clark and Bailey",1
"Rodriguez, Williams and Baker",1
"Browning, Perez and Snyder",1
"Underwood, Perez and Page",1
"Sanchez, Murphy and Williams",1
"Sanchez, Delacruz and Smith",1
"Scott, Roberts and Rodriguez",1
"Murphy, Mccullough and Johnston",1
"Hall, Rodriguez and Perry",1
"Montgomery, Jacobson and Davis",1
"Miller, Collins and Mitchell",1
"Reed, Christensen and Walsh",1
"Sullivan, Brock and Robinson",1
"Contreras, Davis and Bennett",1
"Perez, Shelton and Butler",1
"Robinson, Thornton and Sloan",1
"Jenkins, Camacho and Burton",1
"White, Stephens and Chavez",1
"Williams, Vasquez and Taylor",1
"Thompson, Zhang and Reilly",1
"Hall, Hoffman and Ramirez",1
"Wright, Hall and Sandoval",1
"Parks, Jackson and Williams",1
"Mckinney, Lopez and Young",1
"Becker, Barajas and Collins",1
"Williams, Evans and Hughes",1
"Parker, Ellison and Hendricks",1
"Jenkins, Simon and Robinson",1
"Stafford, Cooley and Logan",1
"Oliver, Gilbert and Jacobs",1
"Terrell, Bennett and Edwards",1
"Maldonado, Garcia and Sims",1
"Garcia, Marshall and Brooks",1
"Brown, Higgins and Alvarado",1
"Marquez, Carpenter and Carter",1
"Johnson, Johnson and Martin",1
"Mathews, Walker and Oneill",1
"Williams, Medina and Harris",1
"Ballard, Fitzgerald and Castillo",1
"Brooks, Nicholson and Blackburn",1
"Ross, Rodriguez and Jackson",1
"Martinez, Hamilton and Bailey",1
"Gibson, Rodriguez and Lopez",1
"Smith, Gonzalez and Reyes",1
"Gonzales, Smith and Johnson",1
"Mitchell, Howard and Mcdonald",1
"Davies, Thompson and Sanders",1
"Rollins, Miller and Obrien",1
"Smith, Wright and Charles",1
"Carroll, Malone and Jefferson",1
"Marsh, Hansen and Gonzalez",1
"Underwood, George and Glover",1
"Higgins, Turner and Hughes",1
"Thompson, Torres and Franco",1
"Wells, Bean and Rodriguez",1
"Evans, Nichols and Williams",1
"Rowland, Williams and Barton",1
"Martinez, Macdonald and Murray",1
"Brooks, Barry and Walters",1
"Johnson, Howell and Rodriguez",1
"Taylor, Flores and Flowers",1
"Nelson, Patterson and Sanchez",1
"Williams, Bolton and Cole",1
"Mccarthy, Alvarez and Howell",1
"Bradley, Roman and Edwards",1
"Warren, Hansen and Armstrong",1
"Washington, Guerrero and Riley",1
"Baker, Sullivan and Solis",1
"Wright, Ritter and Johnson",1
"Cooper, Wilson and Winters",1
"Bradley, Greer and Howell",1
"Harris, Stanton and Williamson",1
"Johnston, Case and Harvey",1
"Fuller, Robertson and Parker",1
"Barnes, Lee and Hernandez",1
"Willis, Bradley and Bailey",1
"Freeman, Jones and Dougherty",1
"Schmidt, Atkins and Jones",1
"Williams, Johnson and Torres",1
"Goodwin, Baker and Barnes",1
"Herring, Myers and Mcdaniel",1
"Miller, Franklin and Taylor",1
"Trujillo, Wright and Pope",1
"Jackson, Richardson and Hart",1
"Olsen, Mitchell and Velez",1
"Allen, Adams and Santiago",1
"Rivera, Baker and Johnson",1
"Gutierrez, Carr and Patton",1
"Johnson, Flores and Zimmerman",1
"Combs, Brooks and Humphrey",1
"Peterson, Carter and Hickman",1
"Brooks, Schroeder and Wright",1
"Cuevas, Warren and Mendez",1
"Meyers, Barrett and Alvarado",1
"Stewart, Cobb and Blankenship",1
"Leonard, Gray and Strickland",1
"Escobar, Welch and Jimenez",1
"Palmer, Copeland and Gray",1
"Baker, Copeland and Larsen",1
"Williams, Keller and Brown",1
"Alvarez, Martinez and Stafford",1
"Lewis, Castillo and Leach",1
"Shepard, Carroll and Crawford",1
"Stewart, Wilson and Carter",1
"Gardner, Strickland and Hall",1
"Middleton, Thornton and Bautista",1
"Mccullough, Lam and Perez",1
"Solomon, Hoffman and Bell",1
"Peters, Wood and Hernandez",1
"Taylor, Lawrence and Gray",1
"Knight, Miller and Alexander",1
"Rogers, Boyle and Estrada",1
"Fowler, Williams and Houston",1
"Johnson, Avila and Burton",1
"Velazquez, Peck and Gonzalez",1
"Hamilton, Whitehead and Gallagher",1
"Alexander, Massey and Donovan",1
"Ellison, Roberts and Wood",1
"Jordan, Christensen and Holland",1
"Perkins, Mckenzie and Reynolds",1
"Hoover, Church and Hughes",1
"Pierce, Boone and Rodgers",1
"Fitzpatrick, Martinez and Sanchez",1
"Hancock, Gonzalez and Wood",1
"Coleman, Gould and Robinson",1
"Esparza, Hensley and Lynn",1
"Johnson, Nunez and Hernandez",1
"Brown, Reynolds and Aguirre",1
"Dougherty, Ross and Moore",1
"Burns, Medina and Roberts",1
"Rodriguez, Mccormick and Taylor",1
"Roberts, Sandoval and Riley",1
"Bullock, Jimenez and Rasmussen",1
"Martin, Mcbride and Mendoza",1
"Coleman, Smith and Woodard",1
"Johnson, Farmer and Fisher",1
"Cooper, Scott and Peterson",1
"Rojas, Stewart and Miller",1
"Hurst, Gonzalez and Harrington",1
"Padilla, Martin and Patterson",1
"Chapman, Scott and Wilson",1
"Sullivan, Miller and Fisher",1
"Harmon, Vazquez and Bates",1
"Joseph, Parker and Austin",1
"Rodriguez, Brown and Mills",1
"Roberts, Pierce and Johnson",1
"Day, Williamson and Ramos",1
"Gomez, Merritt and Harrison",1
"Jarvis, Drake and Johnson",1
"Hansen, Beasley and Hamilton",1
"Mccullough, Griffin and Zamora",1
"Benitez, Mays and Robinson",1
"Brown, Farmer and Johnson",1
"House, Hernandez and Ayala",1
"Rush, Anderson and Turner",1
"Johnson, Smith and Williamson",1
"Hernandez, Cross and Sanchez",1
"Hall, Walker and Johnston",1
"Collins, Werner and Williams",1
"Mccarty, Warren and Jacobson",1
"Richmond, Leonard and Mcmahon",1
"Jackson, Norris and Tucker",1
"Schmidt, Kennedy and Torres",1
"Spencer, Johnson and Green",1
"Murphy, Donaldson and Lucero",1
"Frost, Aguirre and Flowers",1
"Smith, Pruitt and Schmitt",1
"Lane, Watkins and Baldwin",1
"Spencer, Gray and Sanders",1
"Walker, Wright and Christensen",1
"Hernandez, Schultz and Ramos",1
"Stanley, Hernandez and Little",1
"Martinez, Johnson and Lozano",1
"Woods, Simmons and Gonzalez",1
"Ellis, Hernandez and James",1
"Avery, Hernandez and Dudley",1
"Walters, Ritter and Walker",1
"Gardner, Daniels and Beck",1
"Allen, Hernandez and Reese",1
"Gardner, Moore and Spencer",1
"Thompson, Barnes and Maldonado",1
"Hamilton, Tyler and Roberts",1
"Fowler, Henderson and Bass",1
"Manning, Hernandez and Bell",1
"Callahan, Ramirez and Sharp",1
"Williamson, Bryan and Martin",1
"Mcconnell, Thomas and Miller",1
"Anderson, Diaz and Patterson",1
"Bryant, Rodriguez and Spears",1
"Bradford, Mcdonald and Delacruz",1
"Jimenez, Hall and Sanchez",1
"Johnson, Vazquez and Murphy",1
"Martinez, Mitchell and Cisneros",1
"Hernandez, Jackson and Clay",1
"Hernandez, Calderon and Rowe",1
"Hughes, Herrera and Nguyen",1
"Anderson, Carlson and Wyatt",1
"Gallagher, Fletcher and Nelson",1
"Molina, Wilkins and Garcia",1
"Garcia, Williams and Morris",1
"Stephens, Henry and Benjamin",1
"Villegas, Fletcher and Klein",1
"Robinson, Willis and Crawford",1
"Duncan, Lane and Johnston",1
"Reynolds, Schmidt and Marshall",1
"Barber, Carter and Suarez",1
"Richardson, Johnson and Sampson",1
"Carter, Rangel and Johnson",1
"Hendricks, Stanley and Mcclain",1
"Larson, Watkins and Hayes",1
"Harris, Cooper and Rodriguez",1
"Taylor, Odonnell and Cooper",1
"Parker, Rollins and Brown",1
"Chavez, Davidson and Wood",1
"Williams, Parker and Hickman",1
"Johnson, Powers and Smith",1
"Hudson, Mullen and Ferguson",1
"Brown, Mcintyre and Martin",1
"Maxwell, Jenkins and House",1
"Maxwell, Alexander and Johnston",1
"Jones, Mitchell and Peterson",1
"Allen, Wallace and Estrada",1
"Hernandez, Brown and Allen",1
"Ortiz, Turner and Montoya",1
"Rhodes, White and Cunningham",1
"Peterson, Murphy and Tucker",1
"Cummings, Mccarthy and Ellis",1
"West, Shepherd and Johnson",1
"Mccormick, Simmons and Ryan",1
"Thornton, Mccall and Whitney",1
"White, Bradley and Lawson",1
"Perez, Strong and Stevenson",1
"Melton, Velasquez and Ward",1
"Mendez, Hopkins and Baker",1
"Sullivan, Mills and Black",1
"Floyd, Mcmahon and Jackson",1
"Zimmerman, Adkins and Wallace",1
"Beasley, Walker and Daniel",1
"Haney, Randall and Simpson",1
"Oconnor, Fisher and Hernandez",1
"Harris, Sanchez and Matthews",1
"Conner, Mcdonald and Smith",1
"Morris, Saunders and Perez",1
"Carroll, Gross and Holland",1
"Johnson, Henderson and Schmidt",1
"Clark, Hernandez and Lyons",1
"Morgan, Keith and Johnson",1
"Nelson, Alvarado and Barker",1
"Hernandez, Christensen and Taylor",1
"Nicholson, Anderson and Phillips",1
"Rodgers, Brady and Murillo",1
"Kramer, Gonzalez and Williams",1
"Dennis, Davenport and Smith",1
"Clark, Stephens and Hughes",1
"Scott, Santana and Wright",1
"Lindsey, Livingston and Smith",1
"Kelley, Miller and Taylor",1
"Turner, Rice and Richards",1
"Sheppard, Heath and Durham",1
"Rivera, Miller and Wallace",1
"Dickerson, Gomez and Ross",1
"Cochran, Pope and Bennett",1
"Chambers, Martinez and Holt",1
"Sullivan, Sandoval and Williams",1
"Friedman, Vazquez and Golden",1
"Gomez, Lara and Mclaughlin",1
"Dickerson, Miles and Mullins",1
"Maynard, Patterson and Gillespie",1
"Fowler, Gilbert and Myers",1
"Gomez, Vasquez and Copeland",1
"Scott, Garcia and Wallace",1
"Tucker, Zimmerman and Velez",1
"Johnson, Harper and Castillo",1
"Schneider, Smith and Gutierrez",1
"Mcintosh, Hunt and Krause",1
"Smith, Hernandez and Smith",1
"Ramos, Woods and Rodriguez",1
"Howard, Phillips and Mayo",1
"Burgess, Banks and Gonzalez",1
"Martinez, Johnson and Colon",1
"Rollins, Berry and Underwood",1
"Carter, Richard and Arroyo",1
"Young, Hernandez and Randall",1
"Galvan, Donovan and Spears",1
"Johnson, Moore and Barton",1
"Chen, Guerrero and Rivera",1
"Lawrence, Nelson and Cameron",1
"Edwards, Murphy and Vaughn",1
"Hernandez, Cantrell and Lam",1
"Hansen, Torres and Gardner",1
"Thomas, Mccormick and Davis",1
"Cooper, Johnson and Mullins",1
"Taylor, Delacruz and Simmons",1
"Nolan, Browning and Martin",1
"Serrano, Lamb and Sanders",1
"Valentine, Todd and Cardenas",1
"Griffith, Walker and Smith",1
"Clark, Anderson and Price",1
"Morgan, Rodriguez and Nunez",1
"Simmons, Hartman and Jones",1
"Russell, Solis and Wallace",1
"Logan, Dudley and Montgomery",1
"Williams, Montgomery and Murray",1
"Mcconnell, Martinez and Johnson",1
"Miranda, Clay and Marquez",1
"Edwards, Butler and Hughes",1
"Campbell, Cox and Sullivan",1
"Woodard, Weiss and Juarez",1
"King, Walton and Blackwell",1
"Manning, Huang and Alexander",1
"Collins, Davila and Walker",1
"Bernard, Howard and Walker",1
"Salinas, Foster and Scott",1
"Reeves, Hall and Mccarthy",1
"Brewer, Mayer and Jackson",1
"Hill, Scott and Henderson",1
"Pitts, Thomas and Valencia",1
"Mcknight, Berry and Miller",1
"Miller, Wilson and Fleming",1
"Johnson, Jones and Humphrey",1
"Davidson, Sutton and Ayers",1
"Harrington, Carroll and Duke",1
"Jones, Sanchez and Figueroa",1
"Beck, Hernandez and Branch",1
"Williams, Burns and Sanchez",1
"Petty, Henderson and Gonzalez",1
"Miller, English and Scott",1
"Johnson, Brooks and Morgan",1
"Reyes, Rhodes and Villarreal",1
"Gomez, Carpenter and Trevino",1
"Acevedo, Jennings and Robbins",1
"Valentine, Haley and Robinson",1
"Hill, Jordan and Thornton",1
"Douglas, Lara and Hawkins",1
"Dominguez, Torres and Anderson",1
"Solomon, Griffin and Ross",1
"Rodriguez, Brown and Conner",1
"Rice, Harper and Nicholson",1
"Vargas, Guerra and English",1
"Richardson, Pierce and Leach",1
"Fields, Brown and Villarreal",1
"Mcdaniel, Campbell and Rodriguez",1
"Townsend, Clark and Miller",1
"Martinez, Sanchez and Bradley",1
"Copeland, Powell and Smith",1
"Stevenson, Young and Schultz",1
"Bennett, Tucker and Nicholson",1
"Smith, Keller and Blackwell",1
"Davis, Calderon and Whitaker",1
"Sullivan, Diaz and Ferguson",1
"Johnson, Marshall and Watson",1
"Gonzalez, George and Diaz",1
"Zimmerman, Kane and Lopez",1
"Robinson, Wallace and Novak",1
"Edwards, Carpenter and Olson",1
"Jenkins, Black and Travis",1
"Valdez, Johnson and Fitzgerald",1
"Johnson, Williams and Perry",1
"Padilla, Olsen and Hayden",1
"Johnson, Wilcox and Johnson",1
"Thomas, Young and Nicholson",1
"Acevedo, Chavez and Walters",1
"Thornton, Nelson and Dunn",1
"Calhoun, Campbell and Kim",1
"Woodard, Barnes and Elliott",1
"Cortez, Hamilton and Cisneros",1
"Liu, Morris and Stephenson",1
"Dixon, Anderson and Martinez",1
"Long, Rodriguez and Anderson",1
"Strong, Phelps and Wilson",1
"Turner, Alvarado and Moyer",1
"Hunter, Murray and Larson",1
"Franklin, Valdez and Bean",1
"Sutton, Evans and Alvarez",1
"Stewart, Leonard and Ross",1
"Gonzalez, Cobb and Nichols",1
"Robinson, Schmidt and Lopez",1
"Preston, Moore and Harris",1
"Miller, Moore and Fernandez",1
"Harris, Thomas and Alexander",1
"Carter, Sanchez and Garza",1
"Wood, Freeman and Thompson",1
"Edwards, Barrett and Khan",1
"Suarez, Hunter and Miller",1
"Carroll, Miller and Downs",1
"Matthews, Bates and Davis",1
"Farmer, David and Wilkins",1
"Sanchez, Smith and Montgomery",1
"Salazar, Jacobs and Coleman",1
"Vargas, Garrett and Leonard",1
"Thomas, Richardson and Pena",1
"Nash, Wilson and Crawford",1
"Shelton, Hughes and Johnson",1
"Jackson, Rodriguez and Bentley",1
"Ward, Martin and Williams",1
"Knapp, Hernandez and Hawkins",1
"Perry, Hendricks and Chaney",1
"Rivera, Bennett and Thomas",1
"Powell, Marshall and Boyd",1
"Small, George and Peterson",1
"Sullivan, Rodriguez and Frank",1
"Olson, Hernandez and Smith",1
"Martin, Gentry and Johnson",1
"Taylor, Reeves and Wilson",1
"Fitzgerald, Howard and Romero",1
"Reed, Thomas and Humphrey",1
"Jackson, Brown and Wallace",1
"Frederick, Aguilar and Marquez",1
"Waller, Anderson and Miller",1
"Mcmillan, Nguyen and Thomas",1
"Roberts, Snyder and Heath",1
"Morris, Carter and Taylor",1
"Powers, Donaldson and Howard",1
"Osborne, Harris and Rivera",1
"Gutierrez, Casey and Barnett",1
"Marshall, Davis and Walker",1
"Hart, Estrada and Shelton",1
"Douglas, Wheeler and Wagner",1
"Hill, Rivera and Gillespie",1
"Rodriguez, Lopez and Spencer",1
"Anthony, Caldwell and Cox",1
"Hunter, Mcdonald and Hernandez",1
"Williams, Green and Turner",1
"Mcmahon, Maddox and Miller",1
"Moon, Schaefer and Taylor",1
"Rogers, Espinoza and Hanson",1
"Jones, Barber and Stewart",1
"Benton, Porter and Mitchell",1
"Reynolds, Mitchell and Banks",1
"Jones, Wilkinson and Davies",1
"Smith, Ramos and Harrison",1
"Pham, Lawrence and Nguyen",1
"Nichols, Johnson and Cook",1
"Spencer, Morales and Hensley",1
"Thompson, Smith and Williams",1
"Fritz, Reynolds and Oconnor",1
"Morris, George and Middleton",1
"Pham, Cervantes and Young",1
"Hughes, Zhang and Velasquez",1
"Harris, Todd and Martinez",1
"Calhoun, Stephens and Chung",1
"Lindsey, Gibson and Carpenter",1
"Morales, Dominguez and Oconnell",1
"Goodman, Anderson and Mckinney",1
"Copeland, Juarez and Newton",1
"Ross, Gould and Gutierrez",1
"Patterson, Hernandez and West",1
"Jimenez, Parker and Maldonado",1
"Fleming, Estrada and Marquez",1
"Harmon, Nicholson and Fields",1
"Mcmahon, Coleman and Wagner",1
"Arnold, Rodriguez and Valdez",1
"Taylor, Cunningham and Erickson",1
"French, Mclaughlin and Alvarez",1
"Carrillo, Fleming and Navarro",1
"Barnes, Miller and Santana",1
"Barnes, Mitchell and Morrison",1
"Gonzales, Wilson and Beasley",1
"Gonzalez, Jimenez and Wells",1
"Obrien, Gonzalez and Herrera",1
"Hernandez, Patrick and Cooley",1
"Tate, Rosales and Hernandez",1
"Harris, Anderson and Drake",1
"Jennings, Lewis and Garcia",1
"Johnson, Bailey and Franco",1
"Jones, Russell and Chavez",1
"Valenzuela, Lambert and Hester",1
"Shelton, Bradley and Flores",1
"Young, Walton and Chandler",1
"Sloan, Johnson and Williams",1
"Taylor, Matthews and Foley",1
"Thompson, Lynch and Adams",1
"Williams, Saunders and Howard",1
"Stewart, Obrien and Jordan",1
"Jackson, Kennedy and King",1
"Smith, Rollins and Thomas",1
"Austin, Merritt and Ramos",1
"Montoya, Johnson and Campos",1
"Roberts, Pittman and Wood",1
"Lowe, Johnson and Donaldson",1
"Mccoy, Griffith and Allen",1
"Horton, Garcia and Mitchell",1
"Gardner, Smith and Franco",1
"Garcia, Christian and Martinez",1
"Knight, Chang and Walters",1
"Collins, Campbell and Mendez",1
"Myers, Gibson and Fuentes",1
"Williams, Nguyen and Hernandez",1
"Garcia, Ramos and Gardner",1
"Travis, Morrison and Sherman",1
"Summers, Cannon and Smith",1
"Carter, Johnson and Jones",1
"Johnson, Sellers and White",1
"Bennett, Aguilar and Gonzalez",1
"Washington, Carson and Baxter",1
"Kelly, Martinez and Davis",1
"Esparza, Keller and Carroll",1
"Gutierrez, Ellis and Jarvis",1
"Butler, Hodges and Marquez",1
"Taylor, Gonzalez and Myers",1
"Velasquez, Freeman and Gilbert",1
"Williams, Perkins and Brown",1
"Saunders, Mason and Stewart",1
"Carpenter, Farrell and Miller",1
"Santana, Sanchez and Williams",1
"Sanchez, Williamson and Robertson",1
"Bartlett, Wilson and Gibson",1
"Woods, Campbell and Hammond",1
"Franklin, Wilson and Winters",1
"Robinson, Martinez and Williams",1
"Ford, Mendoza and Jackson",1
"Henderson, Warren and Peterson",1
"Dougherty, Goodman and Adams",1
"Schwartz, Medina and Ross",1
"Alvarado, Mendoza and Mayer",1
"Garcia, Johnson and Holmes",1
"Gross, Santiago and Bates",1
"Clark, Daniels and Wright",1
"Allen, Tucker and Nielsen",1
"Warren, Herrera and Robbins",1
"Hicks, Santiago and Pitts",1
"Figueroa, Brown and Harper",1
"Walker, Wright and Mckinney",1
"Anderson, Moore and Edwards",1
"Harrison, Myers and Molina",1
"Pena, Wilson and Martinez",1
"Sullivan, Richardson and Phillips",1
"Thompson, Gray and Jackson",1
"Hunter, King and Schneider",1
"Hess, Rojas and Richardson",1
"Wells, Brown and Martinez",1
"Hanson, Brady and Griffin",1
"Phillips, Barker and Hall",1
"Richardson, Ruiz and Smith",1
"Roberts, Harrison and Massey",1
"Reyes, Vazquez and Collins",1
"Bennett, Carter and Dougherty",1
"Wiley, Johnson and Holder",1
"Fuentes, Johnson and Dodson",1
"Hernandez, Moore and Browning",1
"Hendricks, Brown and Austin",1
"Gibbs, Turner and Edwards",1
"Cook, Calderon and Garcia",1
"Woods, Patton and Thompson",1
"Hughes, Mathews and Lewis",1
"Morrison, Brennan and Jackson",1
"Booth, Velazquez and Anderson",1
"Bartlett, Torres and Harrison",1
"Brown, Wilkinson and Savage",1
"Peterson, Sanders and Steele",1
"Guzman, Campbell and Barker",1
"Maldonado, Hahn and Gentry",1
"Snyder, Robertson and Palmer",1
"Davidson, Mejia and Ortiz",1
"Hernandez, Moody and Wilson",1
"Keith, Gonzalez and Harris",1
"Fitzgerald, Anderson and Reed",1
"Walters, Fowler and Brooks",1
"Acevedo, White and Alvarez",1
"Schwartz, Sherman and Diaz",1
"Weaver, Williams and Smith",1
"Blackwell, Harrison and Williams",1
"Ferguson, Avila and Clarke",1
"English, Robertson and Williams",1
"Schwartz, Walsh and Zhang",1
"Serrano, Smith and Parker",1
"Barber, Mercado and Mcguire",1
"Dixon, Clark and Williams",1
"Glenn, Gilmore and Parker",1
"White, Jackson and Leonard",1
"Vasquez, Newton and Smith",1
"Hunt, Vasquez and Maldonado",1
"Jackson, Holland and Brooks",1
"Watkins, Martinez and Burns",1
"Collins, Morris and Smith",1
"Daniel, Aguilar and Williams",1
"Church, Evans and Underwood",1
"White, Armstrong and Coffey",1
"Woods, Green and Martinez",1
"Williams, Baldwin and Riddle",1
"Rodriguez, Peterson and Mitchell",1
"Wilson, Marshall and Solis",1
"Pearson, Owens and Cameron",1
"Bird, Russell and Edwards",1
"Costa, Haley and Castillo",1
"Frost, Lawrence and Vargas",1
"Mendoza, Rodriguez and Bailey",1
"Fernandez, Bradley and Allen",1
"White, Marquez and Whitney",1
"Mays, Gonzalez and Carroll",1
"Garcia, Johnson and Chavez",1
"Sanford, Noble and Santana",1
"Hansen, Fowler and Frederick",1
"Carey, Hernandez and Donovan",1
"Dominguez, Diaz and Robinson",1
"Johnson, Robinson and Duran",1
"Ortega, Cervantes and Williams",1
"Armstrong, Garrett and Jones",1
"Banks, Anderson and Blankenship",1
"Hatfield, Edwards and Robertson",1
"Underwood, Barker and Hernandez",1
"Lambert, Hicks and Blackburn",1
"Osborne, Rodriguez and White",1
"Sanchez, Summers and Santiago",1
"Lee, Simmons and Crawford",1
"Daugherty, Allen and Madden",1
"Mercado, Hernandez and Hernandez",1
"Ferguson, Escobar and Adkins",1
"Murphy, Fernandez and Allison",1
"Gonzalez, Miller and Garcia",1
"Harper, Jones and Coleman",1
"Rodriguez, Dixon and Lang",1
"Coleman, Lester and Carney",1
"Parrish, Wilson and Johnson",1
"Brennan, Lawson and Carlson",1
"Robinson, Bennett and Goodman",1
"Clark, Hernandez and Williams",1
"Serrano, Cunningham and Jackson",1
"Brewer, Pollard and Gomez",1
"Bautista, Beard and Wright",1
"Smith, Thornton and Lester",1
"Johnson, Osborne and Murray",1
"Howard, Williams and Horne",1
"Coleman, Carr and Beltran",1
"Collins, Marshall and Brown",1
"Foley, Armstrong and Hickman",1
"Martin, Schwartz and Shaw",1
"Conrad, Campos and Mueller",1
"Monroe, Graham and Nichols",1
"Williamson, Campbell and Schmidt",1
"Guerrero, Wood and Williams",1
"Moore, Roberts and Johnson",1
"Morris, Edwards and Sanchez",1
"Robinson, Poole and Tanner",1
"Stokes, Reeves and Parker",1
"Mcdonald, Barton and Finley",1
"Martin, Thompson and Huff",1
"Thompson, Fernandez and Jones",1
"Harrison, Long and Miller",1
"Hawkins, Williams and Mcconnell",1
"Gonzales, Alexander and Johnson",1
"Pierce, Clark and Mcdonald",1
"Rodriguez, Walker and Smith",1
"Vasquez, Romero and Rivas",1
"Robinson, Sanchez and Owens",1
"Barrett, Mullins and Bridges",1
"White, Watkins and Romero",1
"Howell, Sanchez and Morales",1
"Alvarez, Meyers and Johnson",1
"Morrison, Walls and Ingram",1
"Graham, Webster and Cooper",1
"Phillips, Ferguson and Ortiz",1
"Martin, Martinez and Rodriguez",1
"Johnson, Watkins and Austin",1
"Jackson, Martin and Davis",1
"Hopkins, Hardy and Johnson",1
"Saunders, Thomas and Campos",1
"Thompson, Black and Hanson",1
